"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"TGIF1"	2.19334734059844e-10	-0.334807342440605	0.119	0.179	6.20629563495734e-06	"3"
"SRGN"	3.63696296463749e-10	-0.348318493443742	0.592	0.616	1.02911504047382e-05	"3"
"KLF6"	9.33475448684995e-10	-0.322012309876864	0.701	0.722	2.64136212959906e-05	"3"
"AREG"	3.49278286149021e-09	-0.436462563950548	0.171	0.23	9.88317838487269e-05	"3"
"RP1-313I6.12"	6.00682896859961e-09	-0.262663113809902	0.138	0.194	0.000169969232495495	"3"
"BTG2"	7.52452799514333e-09	-0.339562827296725	0.215	0.274	0.000212914044150576	"3"
"JUND"	9.40874306749358e-09	-0.520974029268007	0.298	0.356	0.000266229793837798	"3"
"SGK1"	1.10593629383015e-08	-0.306914441701581	0.061	0.103	0.00031293573370218	"3"
"RHOB"	1.72906658169817e-08	-0.259442064927923	0.091	0.139	0.000489256679957316	"3"
"SLC2A3"	2.32983471453995e-08	-0.319972122019748	0.298	0.356	0.000659250030826224	"3"
"ALOX5AP"	2.90402783051921e-08	-0.286306745109283	0.236	0.296	0.000821723714923715	"3"
"DUSP4"	2.2297703172241e-164	1.05248276641249	0.339	0.091	6.30935808961732e-160	"4"
"TMSB4X"	1.18675519836543e-112	0.427527431446522	0.998	0.999	3.35804250929481e-108	"4"
"HLA-DPA1"	4.54214562469582e-98	0.515242369225652	0.99	0.928	1.28524552596393e-93	"4"
"RPL3"	5.6035541610689e-96	-0.381224580300161	0.989	0.989	1.58558168541605e-91	"4"
"HLA-DRA"	1.03857085631223e-91	0.376586537636094	0.998	0.99	2.93874009502108e-87	"4"
"RPS3"	1.34738381887513e-86	-0.359955504508907	0.99	0.989	3.81255725388908e-82	"4"
"RPL10"	8.1443685488902e-86	-0.307246377075595	0.998	0.998	2.30453052459397e-81	"4"
"HLA-DPB1"	3.91634534338936e-85	0.496283489393054	0.991	0.929	1.10816907836545e-80	"4"
"RPS12"	1.42986746369063e-82	-0.415284540202432	0.989	0.993	4.04595297525902e-78	"4"
"RPLP2"	9.35009981558906e-81	-0.331156484273645	0.995	0.997	2.64570424381908e-76	"4"
"RGS1"	2.34576686972707e-80	0.864444219932203	0.784	0.551	6.63758193457973e-76	"4"
"ACTB"	4.87977007289859e-80	0.531873802159455	0.992	0.966	1.38077973982738e-75	"4"
"HOPX"	4.57902502077863e-78	0.910936309892557	0.315	0.127	1.29568091987952e-73	"4"
"HLA-DQB1"	1.40055509444724e-77	0.552581256207171	0.946	0.839	3.9630106952479e-73	"4"
"RPL35A"	2.55380059964958e-75	-0.331033773745985	0.983	0.984	7.22623417676846e-71	"4"
"SUB1"	2.78773377612097e-75	0.68968118863404	0.685	0.452	7.88817149291189e-71	"4"
"RPL34"	1.07383617232887e-73	-0.305047978139848	0.998	0.996	3.03852683322177e-69	"4"
"RGCC"	1.17491930320056e-72	0.893962922366704	0.344	0.151	3.32455166033629e-68	"4"
"HLA-DRB1"	5.56306814335992e-72	0.573173006909837	0.973	0.902	1.57412576184512e-67	"4"
"ARPC1B"	2.24922476039381e-70	0.619694596104102	0.735	0.525	6.36440638201034e-66	"4"
"ARPC2"	5.1991229807952e-70	0.580599656038928	0.816	0.623	1.47114383864581e-65	"4"
"CAPG"	1.10182258951502e-67	0.620473674044728	0.56	0.324	3.11771719929169e-63	"4"
"RPS27A"	4.39258687578337e-66	-0.269284131090048	0.995	0.995	1.24292638237166e-61	"4"
"HCST"	7.65168122441146e-66	0.673905695879762	0.373	0.178	2.16511971925947e-61	"4"
"HLA-DQA1"	3.18406274073452e-65	0.574681841169154	0.901	0.751	9.0096239311824e-61	"4"
"RPS6"	4.12036754703404e-64	-0.286451566228413	0.997	0.994	1.16589920110875e-59	"4"
"FCRL5"	5.00269228940199e-62	0.720954044253777	0.22	0.082	1.41556181020919e-57	"4"
"ACTG1"	3.01091430237752e-60	0.563276461002712	0.925	0.827	8.51968311000742e-56	"4"
"RFTN1"	1.39008814811846e-59	0.426540394768334	0.16	0.049	3.93339342391598e-55	"4"
"RPS23"	3.33683242110359e-59	-0.30150526119122	0.991	0.993	9.44190101875472e-55	"4"
"PFN1"	5.58812261338024e-59	0.550522193238005	0.893	0.769	1.58121517468207e-54	"4"
"RPS8"	6.19051684548267e-59	-0.291672423086924	0.99	0.989	1.75166864659778e-54	"4"
"RPS14"	5.36020492182285e-58	-0.273009880886029	0.995	0.996	1.51672358467899e-53	"4"
"MS4A1"	9.18402111928702e-56	0.498571761544104	0.935	0.818	2.59871061591345e-51	"4"
"TESC"	5.39947308785285e-54	0.45084363597316	0.137	0.041	1.52783490493884e-49	"4"
"RPS28"	6.51324206864049e-54	-0.301072944674139	0.985	0.984	1.84298697574251e-49	"4"
"TXNIP"	2.7816347566806e-53	-0.615551865442037	0.768	0.851	7.87091370750343e-49	"4"
"RPS3A"	5.2710003939362e-53	-0.270381126937091	0.995	0.991	1.49148227146819e-48	"4"
"GAPDH"	7.38227570091615e-52	0.473278531635831	0.891	0.768	2.08888873233123e-47	"4"
"HLA-A"	7.46182997766702e-52	0.326159121486426	0.976	0.929	2.11139941048066e-47	"4"
"CAPZB"	2.52484188666863e-50	0.533973800429904	0.527	0.327	7.14429260251755e-46	"4"
"CD74"	6.94483632215024e-49	0.287343995828604	1	0.995	1.96511088571563e-44	"4"
"RPS13"	3.47214831998616e-48	-0.280368045129659	0.979	0.982	9.82479088623284e-44	"4"
"DBI"	8.73660027551809e-46	0.495322639527189	0.453	0.265	2.4721084139606e-41	"4"
"RPL9"	8.74636058759994e-46	-0.280786714125883	0.985	0.985	2.47487019186728e-41	"4"
"LSP1"	1.29572821926885e-43	0.47697353387146	0.636	0.445	3.66639256924315e-39	"4"
"TMSB10"	3.53747168908474e-43	0.362928390115471	0.974	0.94	1.00096298914342e-38	"4"
"MYL6"	1.36307584093992e-42	0.410566613119406	0.847	0.711	3.85695939952359e-38	"4"
"CFL1"	2.39359816284702e-42	0.414863390550215	0.886	0.757	6.77292536159192e-38	"4"
"HERPUD1"	5.40312358516787e-42	0.512271427055022	0.762	0.587	1.5288678496591e-37	"4"
"HLA-C"	6.46873494839897e-42	0.304748686024385	0.975	0.922	1.83039324099897e-37	"4"
"RPL31"	6.62396745396982e-42	-0.282265986370247	0.988	0.981	1.8743178307753e-37	"4"
"CORO1A"	2.14874270679493e-41	0.455678295862386	0.843	0.698	6.08008236314692e-37	"4"
"RPL39"	3.42362512456834e-41	-0.266515549835594	0.988	0.986	9.68748965247857e-37	"4"
"ENTPD1"	5.8885849975065e-41	0.386265172972173	0.251	0.118	1.66623401089444e-36	"4"
"ANKRD28"	1.23348342957583e-40	0.457217494374618	0.147	0.054	3.49026471232776e-36	"4"
"RPL21"	2.07674712282688e-40	-0.264387668590138	0.994	0.991	5.87636365875094e-36	"4"
"SRGN"	9.61474732218433e-40	0.482158574545827	0.769	0.6	2.72058890228528e-35	"4"
"POMP"	1.05798382209473e-38	0.402012919057206	0.402	0.231	2.99367102299925e-34	"4"
"EEF1A1"	1.12642923922746e-38	-0.25078396336532	0.995	0.996	3.18734417531802e-34	"4"
"CD96"	1.30224521346013e-38	0.359066425428212	0.144	0.053	3.68483305600678e-34	"4"
"CD86"	1.6412855761879e-38	0.382817265020961	0.225	0.103	4.64418166638129e-34	"4"
"CTSH"	4.93934340004174e-38	0.508713361476408	0.589	0.415	1.39763660847581e-33	"4"
"C12orf75"	7.12557749648655e-38	0.37914998166926	0.236	0.111	2.01625340840583e-33	"4"
"CALM2"	7.79493329144745e-38	0.438000173171884	0.798	0.662	2.20565432414797e-33	"4"
"ISG15"	7.8262924456965e-38	0.755615029717175	0.266	0.135	2.21452771043428e-33	"4"
"RPL8"	1.76823034466926e-37	-0.261867679722748	0.986	0.98	5.00338458327614e-33	"4"
"PRDX1"	2.45555009834647e-37	0.449876734650135	0.504	0.322	6.94822455828118e-33	"4"
"EEF1B2"	3.37816174691514e-37	-0.383181470795539	0.894	0.907	9.55884647907109e-33	"4"
"ITGB1"	7.50534077005992e-37	0.508839911454636	0.436	0.268	2.12371122429616e-32	"4"
"RPL7"	4.40320073728321e-36	-0.275655734325793	0.985	0.985	1.24592968062166e-31	"4"
"RPS27"	5.04259767461123e-36	-0.254717693404989	0.996	0.998	1.42685343800799e-31	"4"
"PSME2"	1.29573696264047e-35	0.469457903890402	0.457	0.292	3.66641730948747e-31	"4"
"ANXA4"	9.68402213200004e-35	0.329690559737099	0.127	0.047	2.74019090247073e-30	"4"
"TYMP"	1.08656697111037e-34	0.474590857930041	0.403	0.244	3.07454990145391e-30	"4"
"PLEK"	2.6305042600594e-34	0.392057364621193	0.221	0.106	7.44327485426407e-30	"4"
"SH3BGRL3"	5.14626079325488e-34	0.42530729013597	0.793	0.65	1.4561859540594e-29	"4"
"HN1"	6.58629609237359e-34	0.408965486078439	0.273	0.144	1.86365834229803e-29	"4"
"SCPEP1"	1.24528586548599e-33	0.432026556432827	0.324	0.183	3.52366088497916e-29	"4"
"HLA-DQA2"	6.78113385790027e-33	0.477066630898433	0.446	0.29	1.91878963643146e-28	"4"
"MYL12A"	3.90838635648404e-32	0.363833935074755	0.826	0.69	1.10591700343072e-27	"4"
"CTA-384D8.34"	6.00030473685431e-32	0.288305135394069	0.106	0.037	1.6978462283403e-27	"4"
"PSMB9"	7.90590878003868e-32	0.391335474359164	0.612	0.449	2.23705594839974e-27	"4"
"HLA-DMA"	1.44263274304756e-31	0.388094918055131	0.717	0.55	4.08207360972738e-27	"4"
"SMC4"	2.29109331338721e-31	0.288091818089456	0.134	0.053	6.48287763956045e-27	"4"
"TRAC"	2.68624322615872e-30	0.345007334948385	0.316	0.177	7.60099383273872e-26	"4"
"NOP10"	2.90076772764408e-30	0.355542381173818	0.363	0.216	8.20801236214168e-26	"4"
"VAMP5"	3.18064195637712e-30	0.268405580316201	0.127	0.05	8.9999444797647e-26	"4"
"MCL1"	4.1780160898371e-30	0.39937701664709	0.525	0.361	1.18221143278031e-25	"4"
"ARPC5"	5.74990891690622e-30	0.401485327081958	0.502	0.344	1.62699422712778e-25	"4"
"CD52"	7.82987275880628e-30	0.334666171043471	0.958	0.924	2.21554079583182e-25	"4"
"CLIC1"	8.86653517201251e-30	0.381678268973181	0.74	0.588	2.50887479227266e-25	"4"
"NEAT1"	9.56686151357837e-30	0.509315228062218	0.667	0.513	2.70703913388214e-25	"4"
"GABARAPL2"	2.11939491593276e-29	0.374721665810029	0.407	0.257	5.99703985412333e-25	"4"
"COTL1"	3.69985731029595e-29	0.394718634051352	0.729	0.57	1.04691162452134e-24	"4"
"ACP5"	7.6299460220706e-29	0.452245276157071	0.335	0.2	2.1589695264051e-24	"4"
"HLA-DMB"	1.83736401288411e-28	0.416305860955603	0.558	0.401	5.19900521085688e-24	"4"
"TCF4"	2.81322364638733e-28	0.374682412736095	0.445	0.292	7.96029762981759e-24	"4"
"DUSP1"	4.39947093632656e-28	-0.474348220058587	0.782	0.806	1.24487429614296e-23	"4"
"DYNLL1"	5.51782497304032e-28	0.422476155437771	0.435	0.287	1.56132375437149e-23	"4"
"CAP1"	7.31579582862544e-28	0.348760498147892	0.486	0.33	2.07007758766786e-23	"4"
"HSH2D"	8.93288267637442e-28	0.32279908423579	0.276	0.155	2.52764848210691e-23	"4"
"BIN2"	1.07713879108499e-27	0.282088185085676	0.181	0.086	3.04787192325409e-23	"4"
"ARPC3"	1.20659665804665e-27	0.321934897951822	0.832	0.721	3.4141859036088e-23	"4"
"PTPN1"	2.04469773861759e-27	0.386003997593997	0.392	0.252	5.78567672119233e-23	"4"
"DRAP1"	7.83823031822233e-27	0.366642793506423	0.309	0.185	2.21790565084419e-22	"4"
"MYO1F"	3.48601592116843e-26	0.320241858622431	0.187	0.092	9.86403065053819e-22	"4"
"ARL4C"	3.97919779218405e-26	0.308025630813089	0.117	0.048	1.1259538072764e-21	"4"
"CD99"	4.0717394008301e-26	0.346877744330485	0.515	0.357	1.15213938085889e-21	"4"
"CREM"	4.10960173791154e-26	0.421853259329213	0.325	0.198	1.16285290775945e-21	"4"
"CD79A"	6.48643843677485e-26	0.319287229770845	0.895	0.793	1.83540262006981e-21	"4"
"RASGRP3"	8.64931591367553e-26	0.358633689307605	0.23	0.123	2.44741043093363e-21	"4"
"ITGB2"	1.1234474365492e-25	0.34476545804216	0.262	0.147	3.17890686645962e-21	"4"
"HLA-DRB5"	1.31355358452373e-25	0.41193836783426	0.588	0.438	3.71683122276835e-21	"4"
"RP5-1171I10.5"	1.4560978431511e-25	0.372872518317624	0.25	0.142	4.12017445698035e-21	"4"
"S100A11"	1.8915417295007e-25	0.336647328044156	0.414	0.269	5.35230647779517e-21	"4"
"UBC"	1.94016569465379e-25	0.311331411739487	0.911	0.828	5.48989284959236e-21	"4"
"MIR155HG"	2.07860104287143e-25	0.3518099333697	0.161	0.077	5.88160951090899e-21	"4"
"DUSP2"	2.86038092095255e-25	0.616056914138379	0.435	0.299	8.09373385392734e-21	"4"
"RAB31"	7.39500175768564e-25	0.269295068126185	0.151	0.07	2.09248969735473e-20	"4"
"SLC16A3"	8.36846343567693e-25	0.272555391980239	0.163	0.078	2.36794041375915e-20	"4"
"OAZ1"	9.08734249936396e-25	0.259894812477223	0.933	0.865	2.57135443362002e-20	"4"
"LITAF"	1.03624386168111e-24	0.371911781718832	0.364	0.232	2.93215563101288e-20	"4"
"CD19"	1.55253802988164e-24	0.363053833192057	0.371	0.239	4.39306160935309e-20	"4"
"TAGLN2"	2.9246454129322e-24	0.386509513031541	0.565	0.415	8.27557666043296e-20	"4"
"TRAPPC1"	3.45733367417069e-24	0.313061482829751	0.42	0.28	9.78287136443338e-20	"4"
"ARHGDIB"	3.83576269946498e-24	0.312753391585806	0.828	0.713	1.08536741344061e-19	"4"
"GPR34"	4.82655437458697e-24	0.315179448280429	0.104	0.042	1.36572182583313e-19	"4"
"SEC61B"	8.22091492166201e-24	0.312929904451293	0.444	0.301	2.32619008623348e-19	"4"
"NCR3"	1.38897017607645e-23	0.335724711051816	0.25	0.143	3.93023001022591e-19	"4"
"CYBA"	1.51958304921478e-23	0.258445619351208	0.948	0.877	4.29981219605815e-19	"4"
"PKM"	1.62852848570401e-23	0.356569612319397	0.442	0.303	4.60808420314805e-19	"4"
"TPM3"	1.74993964384386e-23	0.297813098649344	0.583	0.435	4.9516292162206e-19	"4"
"H3F3A"	2.23807574691882e-23	0.274906769169154	0.887	0.803	6.33285913348151e-19	"4"
"COX5A"	3.03133470229514e-23	0.275342674918297	0.339	0.212	8.57746467361433e-19	"4"
"TSPO"	3.555214700593e-23	0.320394922764358	0.316	0.195	1.00598355167979e-18	"4"
"TTN"	4.21909824097731e-23	0.290974205313722	0.127	0.058	1.19383603826694e-18	"4"
"VPREB3"	1.29368871561816e-22	-0.426173784047652	0.431	0.555	3.66062158971314e-18	"4"
"S100A10"	1.68156760885919e-22	0.339509347960935	0.443	0.304	4.75816370602795e-18	"4"
"PYCARD"	1.80283559932461e-22	0.332113920817423	0.291	0.178	5.10130361184891e-18	"4"
"LIMD2"	1.90890009418067e-22	0.358814443889846	0.63	0.489	5.40142370649362e-18	"4"
"GSTK1"	2.49586400196527e-22	0.366877314707097	0.452	0.315	7.06229677996093e-18	"4"
"TAP1"	5.34325742656931e-22	0.262881226305199	0.236	0.133	1.51192812142205e-17	"4"
"LIMS1"	7.61711542816624e-22	0.27706598213893	0.141	0.067	2.15533898155392e-17	"4"
"CYTIP"	8.09130541979379e-22	0.294103757621754	0.671	0.525	2.28951578158485e-17	"4"
"RAC2"	9.63938808533018e-22	0.320658723959335	0.662	0.524	2.72756125262503e-17	"4"
"MEF2C"	1.05390329479939e-21	0.406717615618099	0.559	0.42	2.98212476296436e-17	"4"
"PGAM1"	1.10533849056782e-21	0.262984822070027	0.298	0.182	3.1276657929107e-17	"4"
"ECH1"	1.21445609963834e-21	0.281474797252997	0.363	0.237	3.43642497953665e-17	"4"
"VOPP1"	1.38979132154877e-21	0.316438143905149	0.346	0.225	3.9325535234544e-17	"4"
"LPXN"	2.38714528300655e-21	0.259552708921774	0.229	0.13	6.75466629279534e-17	"4"
"BASP1"	2.46839174394379e-21	0.352620612377599	0.374	0.25	6.98456127866334e-17	"4"
"GMFG"	3.92786569020988e-21	0.293706164211197	0.482	0.346	1.11142887570179e-16	"4"
"YWHAB"	4.4730391250018e-21	0.280513300640967	0.527	0.383	1.26569115081051e-16	"4"
"TPI1"	4.92765253301142e-21	0.307223984455729	0.469	0.328	1.39432856074091e-16	"4"
"CCDC167"	5.83315275092505e-21	0.282107159689265	0.182	0.097	1.65054890240175e-16	"4"
"SPIB"	6.22712384808901e-21	0.299908079424501	0.256	0.152	1.76202696405527e-16	"4"
"ARID5B"	6.8662662108363e-21	0.310996661124247	0.518	0.376	1.94287868701824e-16	"4"
"FAM107B"	9.07467833796099e-21	0.278074697769818	0.313	0.197	2.56777098250944e-16	"4"
"TWF2"	1.10786515939403e-20	0.263324775709385	0.177	0.094	3.13481525502134e-16	"4"
"SNRPG"	1.1199045216226e-20	0.273508708275561	0.4	0.269	3.16888183438332e-16	"4"
"IRF2BP2"	1.35295122002702e-20	0.285665672772343	0.163	0.085	3.82831077218845e-16	"4"
"RP5-887A10.1"	1.59555245953011e-20	-0.543413751760466	0.346	0.46	4.51477523948639e-16	"4"
"MTDH"	1.63003308780894e-20	0.289404314198583	0.498	0.355	4.61234162526418e-16	"4"
"FAM49B"	2.44492248004314e-20	0.292250218325933	0.429	0.299	6.91815264953008e-16	"4"
"STAT1"	2.67711357462452e-20	0.356980852831425	0.201	0.114	7.57516057075755e-16	"4"
"ZFAS1"	3.14795407444643e-20	-0.40892154315672	0.651	0.7	8.90745084905362e-16	"4"
"ENO1"	3.46199898156062e-20	0.265814054900247	0.497	0.356	9.79607231822394e-16	"4"
"SRI"	3.56211689823491e-20	0.311344543127615	0.333	0.216	1.00793659752455e-15	"4"
"EVI2A"	4.832105301488e-20	0.300018218306075	0.308	0.196	1.36729251610904e-15	"4"
"PSMA7"	7.06861427239735e-20	0.266846750961642	0.493	0.358	2.00013509451755e-15	"4"
"IFI44L"	9.64951976730363e-20	0.522768421277121	0.147	0.077	2.73042811335623e-15	"4"
"VASP"	9.70253753559636e-20	0.285933735759487	0.406	0.278	2.74543002107235e-15	"4"
"GPX1"	1.03469225580975e-19	0.27059521679993	0.514	0.378	2.92776520703926e-15	"4"
"CRIP1"	1.09687605430878e-19	0.330775240910873	0.26	0.16	3.10372048327211e-15	"4"
"REEP5"	1.10392199660669e-19	0.295884253338917	0.344	0.227	3.12365768159829e-15	"4"
"PSMB2"	1.25402059732434e-19	0.264075838065309	0.239	0.143	3.54837668218895e-15	"4"
"ACTR3"	1.77749601726713e-19	0.276813861316574	0.535	0.393	5.02960273045907e-15	"4"
"EPSTI1"	3.0345331011736e-19	0.276608554445182	0.164	0.087	8.58651486308083e-15	"4"
"EMP3"	3.48908366743051e-19	0.364088656363567	0.472	0.348	9.87271114536136e-15	"4"
"EZR"	4.0610475948195e-19	0.275576440091402	0.644	0.508	1.14911402743013e-14	"4"
"ADGRE5"	1.16586392774817e-18	0.306832611684274	0.32	0.208	3.29892856995623e-14	"4"
"TACC1"	1.61406850683896e-18	0.276784545048281	0.218	0.128	4.56716824695151e-14	"4"
"EAF2"	1.86902242320515e-18	0.253361033293372	0.165	0.089	5.28858584870128e-14	"4"
"CCDC50"	2.29973401265854e-18	0.269971451151765	0.411	0.285	6.50732736221861e-14	"4"
"HCLS1"	3.62942908167539e-18	0.281773347069864	0.392	0.273	1.02698325295087e-13	"4"
"JUN"	4.45628619343973e-18	-0.574034042381537	0.483	0.563	1.2609507412957e-13	"4"
"PSMA4"	5.63183668019609e-18	0.276914902655269	0.285	0.181	1.59358450702829e-13	"4"
"HMGN3"	5.88587198638699e-18	0.253093628900534	0.319	0.209	1.66546633726806e-13	"4"
"MAP3K8"	5.90633475857045e-18	0.286514843248416	0.258	0.161	1.67125648328509e-13	"4"
"UBE2N"	7.44016184914856e-18	0.278844790917923	0.449	0.324	2.10526819683508e-13	"4"
"TPM4"	1.23696947626621e-17	0.273868915148427	0.259	0.162	3.50012883004287e-13	"4"
"PGLS"	1.2635717778164e-17	0.272480403707939	0.254	0.159	3.57540270250927e-13	"4"
"ANXA6"	1.54092185753177e-17	0.253308375006294	0.399	0.278	4.36019248807189e-13	"4"
"ICAM3"	1.71972359913125e-17	0.262459586915139	0.427	0.304	4.8661298961018e-13	"4"
"UBE2A"	1.73219423397665e-17	0.25141952508317	0.188	0.108	4.90141680446032e-13	"4"
"PARP1"	1.88069328508834e-17	0.28416599106589	0.421	0.296	5.32160971948596e-13	"4"
"UBE2L6"	2.4861575838865e-17	0.34654782602278	0.216	0.131	7.03483149936523e-13	"4"
"ATP6V1F"	2.64773833644826e-17	0.263022297545795	0.395	0.276	7.492040396814e-13	"4"
"IFI27L2"	2.65173825155955e-17	0.299139888877028	0.24	0.149	7.50335855661291e-13	"4"
"GUK1"	2.9790029488451e-17	0.256776776761887	0.435	0.311	8.42938674405208e-13	"4"
"ATP2B1"	3.04189425167837e-17	0.268310823386718	0.438	0.313	8.6073439745491e-13	"4"
"PSMC4"	3.09802984257574e-17	0.270537843654115	0.157	0.086	8.76618524255232e-13	"4"
"LY6E"	3.11984334226049e-17	0.396705286092832	0.323	0.219	8.8279087212603e-13	"4"
"LPIN1"	4.02543847807351e-17	0.276286901379081	0.32	0.216	1.13903807175568e-12	"4"
"LCP1"	7.57131638532418e-17	0.336803767015503	0.455	0.332	2.14237968439133e-12	"4"
"TRABD"	8.43753653171362e-17	0.286442885648603	0.293	0.193	2.38748533701369e-12	"4"
"SEPT7"	9.02025001685606e-17	0.279556488513999	0.636	0.503	2.55236994476959e-12	"4"
"STAT3"	9.59185037764893e-17	0.269166476515205	0.331	0.222	2.71410998285954e-12	"4"
"IER2"	3.8075437876597e-16	0.26205221446372	0.341	0.233	1.07738259015619e-11	"4"
"POU2F2"	3.96333510701629e-16	0.305703966065539	0.473	0.35	1.12146530188133e-11	"4"
"MX1"	5.55294950163804e-16	0.362195525070263	0.184	0.11	1.5712625909835e-11	"4"
"PPP1CA"	6.22272958636744e-16	0.267344638964036	0.409	0.296	1.76078356375853e-11	"4"
"CD83"	7.99792278888348e-16	0.305777002506514	0.637	0.514	2.26309223234247e-11	"4"
"SMC6"	1.00336115136109e-15	0.28470675628223	0.223	0.139	2.83911071389135e-11	"4"
"PGK1"	1.27023051123547e-15	0.260374519435677	0.409	0.293	3.59424425459188e-11	"4"
"TALDO1"	1.6910656423731e-15	0.267685926641885	0.25	0.161	4.78503934165891e-11	"4"
"LAPTM5"	1.77951240868716e-15	0.254220977233591	0.879	0.804	5.03530831162119e-11	"4"
"SCIMP"	1.8591315212525e-15	0.255684323779963	0.306	0.205	5.26059855253608e-11	"4"
"ATP6V0E1"	2.09517502353608e-15	0.260855249588223	0.665	0.547	5.92850724659768e-11	"4"
"VDAC1"	2.38763834228489e-15	0.252243762977829	0.235	0.15	6.75606145332932e-11	"4"
"GSN"	2.51540693081945e-15	0.269109647673274	0.103	0.05	7.11759545144672e-11	"4"
"ZEB2"	3.1265630711823e-15	0.328025332698127	0.189	0.114	8.84692286621743e-11	"4"
"MPG"	4.06213043529154e-15	0.279967297905813	0.222	0.138	1.14942042797009e-10	"4"
"DNAJB14"	4.2428182882341e-15	0.258223331206206	0.284	0.189	1.20054786283872e-10	"4"
"PLEKHO1"	7.28517023397379e-15	0.257793161116593	0.174	0.104	2.06141176940522e-10	"4"
"SYNGR2"	7.75992835753586e-15	0.271028045382752	0.46	0.347	2.19574932804835e-10	"4"
"OAS1"	9.8115117132234e-15	0.25177342512768	0.106	0.053	2.77626535437369e-10	"4"
"DUSP10"	1.26919899025673e-14	0.278463182290363	0.111	0.058	3.59132546283044e-10	"4"
"BCL2A1"	3.53759094742787e-14	0.320844251461303	0.365	0.266	1.00099673448419e-09	"4"
"ISG20"	5.34911566822604e-14	0.356199769072493	0.522	0.42	1.51358576948124e-09	"4"
"PTPN6"	1.39468194033474e-13	0.255580588286315	0.392	0.286	3.94639201837117e-09	"4"
"CKS2"	1.55350732350283e-13	0.273606204317578	0.278	0.19	4.39580432258362e-09	"4"
"RAB11FIP1"	3.41072551642945e-13	0.260348508754354	0.282	0.194	9.65098892128876e-09	"4"
"RGS2"	4.12312215922864e-13	0.277291183345351	0.478	0.37	1.16667864617534e-08	"4"
"S100A4"	4.33910803924111e-13	0.31651773544961	0.56	0.459	1.22779401078366e-08	"4"
"GRN"	1.57564388919953e-12	0.275510874550499	0.32	0.23	4.458441948879e-08	"4"
"PHACTR1"	2.89163697051031e-12	0.392837104284535	0.221	0.149	8.18217597175598e-08	"4"
"MARCKSL1"	4.65930630293668e-12	-0.318260259421718	0.179	0.258	1.31839731147896e-07	"4"
"LRMP"	8.79775280351686e-12	0.261746977911671	0.187	0.119	2.48941213328313e-07	"4"
"CLEC2B"	3.41669450344621e-11	0.279863241439625	0.129	0.076	9.66787876695138e-07	"4"
"CD22"	1.47000683222679e-10	0.260593286039226	0.308	0.224	4.15953133246892e-06	"4"
"ZFP36L2"	7.3142080574354e-09	-0.26246271878584	0.717	0.738	0.000206962831193192	"4"
"MALAT1"	3.38012636053866e-90	0.357631548617732	1	0.994	9.56440554978018e-86	"5"
"MT-CO3"	5.62272550125981e-42	0.355214239543879	0.996	0.986	1.59100640783648e-37	"5"
"ACTG1"	5.10677383762338e-39	-0.513096010016232	0.692	0.846	1.44501272509391e-34	"5"
"MT-CO2"	2.95299596725765e-38	0.378963910869668	0.993	0.983	8.35579738895224e-34	"5"
